Time,*gc_ldsq_t0/SQ_CAC_sig0_active,*gc_ldsq_t0/SQ_CAC_sig1_active,*gc_ldsq_t0/SQ_CAC_sig2_active,*gc_ldsq_t0/SQ_CAC_sig3_active,*gc_ldsq_t0/SQ_CAC_sig4_active,*gc_ldsq_t0/SQ_CAC_sig5_active,*gc_ldsq_t0/SQ_CAC_sig6_active,*gc_ldsq_t0/SQ_CAC_sig7_active,*gc_ldsq_t0/SQ_CAC_sig8_active,gc_sp_t
25332640,0,0,0,0,0,0,0,0,0,0.05981
25332709,0,0,0,0,0,0,0,0,0,0.06028
25332778,0,0,0,0,0,0,0,0,0,0.05955
25332847,0,0,0,0,0,0,0,0,0,0.05959
25332916,0,0,0,0,0,0,0,0,0,0.05982
25332985,0,0,0,0,0,0,0,0,0,0.06028
25333054,0,0,0,0,0,0,0,0,0,0.05955
25333123,0,0,0,0,0,0,0,0,0,0.05959
25333192,0,0,0,0,0,0,0,0,0,0.05981
25333261,0,0,0,0,0,0,0,0,0,0.06027
25333330,0,0,0,0,0,0,0,0,0,0.05954
25333399,0,0,0,0,0,0,0,0,0,0.05959
25333468,0,0,0,0,0,0,0,0,0,0.05982
25333537,0,0,0,0,0,0,0,0,0,0.06028
25333606,0,0,0,0,0,0,0,0,0,0.05955
25333675,0,0,0,0,0,0,0,0,0,0.05958
25333744,0,0,0,0,0,0,0,0,0,0.05982
25333813,0,0,0,0,0,0,0,0,0,0.06028
25333882,0,0,0,0,0,0,0,0,0,0.05956
25333951,0,0,0,0,0,0,0,0,0,0.0596
25334020,0,0,0,0,0,0,0,0,0,0.05983
25334089,0,0,0,0,0,0,0,0,0,0.06027
25334158,0,0,0,0,0,0,0,0,0,0.020713
25334227,0,0,0,0,0,0,0,0,0,0.05966
25334296,0,0,0,0,0,0,0,0,0,0.05946
25334365,0,0,0,0,0,0,0,0,0,0.05996
25334434,0,0,0,0,0,0,0,0,0,0.06019
25334503,0,0,0,0,0,0,0,0,0,0.05966
25334572,0,0,0,0,0,0,0,0,0,0.05945
25334641,0,0,0,0,0,0,0,0,0,0.05997
25334710,0,0,0,0,0,0,0,0,0,0.06019
25334779,0,0,0,0,0,0,0,0,0,0.05965
25334848,0,0,0,0,0,0,0,0,0,0.05945
25334917,0,0,0,0,0,0,0,0,0,0.05996
25334986,0,0,0,0,0,0,0,0,0,0.06018
25335055,0,0,0,0,0,0,0,0,0,0.05965
25335124,0,0,0,0,0,0,0,0,0,0.05945
25335193,0,0,0,0,0,0,0,0,0,0.05997
25335262,0,0,0,0,0,0,0,0,0,0.06018
25335331,0,0,0,0,0,0,0,0,0,0.05965
25335400,0,0,0,0,0,0,0,0,0,0.05945
25335469,0,0,0,0,0,0,0,0,0,0.05995
25335538,0,0,0,0,0,0,0,0,0,0.06018
25335607,0,0,0,0,0,0,0,0,0,0.05964
25335676,0,0,0,0,0,0,0,0,0,0.05946
25335745,0,0,0,0,0,0,0,0,0,0.05995
25335814,0,0,0,0,0,0,0,0,0,0.06018
25335883,0,0,0,0,0,0,0,0,0,0.05964
25335952,0,0,0,0,0,0,0,0,0,0.05946
25336021,0,0,0,0,0,0,0,0,0,0.05995
25336090,0,0,0,0,0,0,0,0,0,0.06018
25336159,0,0,0,0,0,0,0,0,0,0.05964
25336228,0,0,0,0,0,0,0,0,0,0.05946
25336297,0,0,0,0,0,0,0,0,0,0.05994
25336366,0,0,0,0,0,0,0,0,0,0.06018
25336435,0,0,0,0,0,0,0,0,0,0.05964
25336504,0,0,0,0,0,0,0,0,0,0.05946
25336573,0,0,0,0,0,0,0,0,0,0.05995
25336642,0,0,0,0,0,0,0,0,0,0.06018
25336711,0,0,0,0,0,0,0,0,0,0.05963
25336780,0,0,0,0,0,0,0,0,0,0.0388
25336849,0,0,0,0,0,0,0,0,0,0.0598
25336918,0,0,0,0,0,0,0,0,0,0.06026
25336987,0,0,0,0,0,0,0,0,0,0.05954
25337056,0,0,0,0,0,0,0,0,0,0.05961
25337125,0,0,0,0,0,0,0,0,0,0.0598
25337194,0,0,0,0,0,0,0,0,0,0.06026
25337263,0,0,0,0,0,0,0,0,0,0.05954
25337332,0,0,0,0,0,0,0,0,0,0.05961
25337401,0,0,0,0,0,0,0,0,0,0.05979
25337470,0,0,0,0,0,0,0,0,0,0.06026
25337539,0,0,0,0,0,0,0,0,0,0.05954
25337608,0,0,0,0,0,0,0,0,0,0.0596
25337677,0,0,0,0,0,0,0,0,0,0.0598
25337746,0,0,0,0,0,0,0,0,0,0.06027
25337815,0,0,0,0,0,0,0,0,0,0.05954
25337884,0,0,0,0,0,0,0,0,0,0.05961
25337953,0,0,0,0,0,0,0,0,0,0.0598
25338022,0,0,0,0,0,0,0,0,0,0.06028
25338091,0,0,0,0,0,0,0,0,0,0.05954
25338160,0,0,0,0,0,0,0,0,0,0.0596
25338229,0,0,0,0,0,0,0,0,0,0.05978
25338298,0,0,0,0,0,0,0,0,0,0.06027
25338367,0,0,0,0,0,0,0,0,0,0.05955
25338436,0,0,0,0,0,0,0,0,0,0.0596
25338505,0,0,0,0,0,0,0,0,0,0.05979
25338574,0,0,0,0,0,0,0,0,0,0.06027
25338643,0,0,0,0,0,0,0,0,0,0.05955
25338712,0,0,0,0,0,0,0,0,0,0.05961
25338781,0,0,0,0,0,0,0,0,0,0.0598
25338850,0,0,0,0,0,0,0,0,0,0.06028
25338919,0,0,0,0,0,0,0,0,0,0.05955
25338988,0,0,0,0,0,0,0,0,0,0.05961
25339057,0,0,0,0,0,0,0,0,0,0.0598
25339126,0,0,0,0,0,0,0,0,0,0.06027
25339195,0,0,0,0,0,0,0,0,0,0.05955
25339264,0,0,0,0,0,0,0,0,0,0.05961
25339333,0,0,0,0,0,0,0,0,0,0.0598
25339402,0,0,0,0,0,0,0,0,0,0.06027
25339471,0,0,0,0,0,0,0,0,0,0.05955
25339540,0,0,0,0,0,0,0,0,0,0.0596
25339609,0,0,0,0,0,0,0,0,0,0.05978
25339678,0,0,0,0,0,0,0,0,0,0.06027
25339747,0,0,0,0,0,0,0,0,0,0.05955
25339816,0,0,0,0,0,0,0,0,0,0.0596
25339885,0,0,0,0,0,0,0,0,0,0.05957
25339954,0,0,0,0,0,0,0,0,0,0.021018
25340023,0,0,0,0,0,0,0,0,0,0.06019
25340092,0,0,0,0,0,0,0,0,0,0.05965
25340161,0,0,0,0,0,0,0,0,0,0.05945
25340230,0,0,0,0,0,0,0,0,0,0.05993
25340299,0,0,0,0,0,0,0,0,0,0.06019
25340368,0,0,0,0,0,0,0,0,0,0.05964
25340437,0,0,0,0,0,0,0,0,0,0.05945
25340506,0,0,0,0,0,0,0,0,0,0.05995
25340575,0,0,0,0,0,0,0,1,0,0.06021
25340644,0,0,0,0,0,0,0,1,0,0.05966
25340713,0,0,0,0,0,0,0,1,0,0.05948
25340782,0,0,0,0,0,0,0,1,0,0.05997
25340851,0,0,0,0,0,0,1,1,1,0.06042
25340920,0,0,0,0,0,0,1,1,1,0.07351
25340989,0,0,0,0,0,0,1,1,1,0.08796
25341058,0,0,0,0,0,0,1,1,1,0.10772
25341127,0,0,0,0,0,0,1,1,1,0.13398
25341196,0,0,0,0,0,0,1,1,1,0.16707
25341265,0,0,0,0,0,0,1,1,1,0.234
25341334,0,0,0,0,0,0,1,1,1,0.3073
25341403,0,0,0,0,0,0,1,1,1,0.3682
25341472,0,0,0,0,0,0,1,1,1,0.4109
25341541,0,0,0,0,1,0,1,1,1,0.4362
25341610,0,0,0,0,0,0,1,1,1,0.4661
25341679,1,1,0,0,0,0,1,1,1,0.4642
25341748,1,1,0,0,0,0,1,1,1,0.4292
25341817,1,1,0,0,1,0,1,1,1,0.3721
25341886,1,1,0,0,0,0,1,1,1,0.2876
25341955,1,1,0,0,0,0,1,1,1,0.3063
25342024,1,1,0,0,0,0,1,1,1,0.3936
25342093,1,1,0,0,0,0,1,1,1,0.478
25342162,1,1,0,0,0,0,1,1,1,0.5463
25342231,0,0,0,0,0,0,1,1,1,0.7824
25342300,0,0,0,0,1,0,1,0,1,1.0076
25342369,0,0,0,0,0,0,1,1,1,1.1206
25342438,0,0,0,0,0,0,1,0,1,1.2915
25342507,0,0,0,0,0,0,1,0,1,1.5879
25342576,0,0,0,0,1,0,1,0,1,1.3069
25342645,0,0,0,0,0,0,1,0,1,1.6704
25342714,0,0,0,0,0,0,1,0,1,1.6739
25342783,0,0,0,0,1,0,1,0,1,1.8026
25342852,0,0,0,0,0,1,1,0,1,1.5697
25342921,0,0,0,0,0,0,1,0,1,1.7582
25342990,0,0,0,0,0,0,1,0,1,1.6678
25343059,0,0,0,0,1,0,1,0,1,1.7925
25343128,0,0,0,0,0,1,1,0,1,1.5988
25343197,0,0,0,0,0,0,1,0,1,1.7617
25343266,0,0,0,0,1,0,1,0,1,1.7165
25343335,0,0,0,0,0,0,1,0,1,1.8486
25343404,0,0,0,0,0,1,1,0,1,1.5801
25343473,0,0,0,0,1,0,1,0,1,1.731
25343542,0,0,0,0,0,0,1,0,1,1.6246
25343611,0,0,0,0,0,0,1,0,1,1.7688
25343680,0,0,0,0,1,1,1,0,1,1.5376
25343749,0,0,0,0,0,0,1,0,1,1.6559
25343818,0,0,0,0,0,0,1,0,1,1.5893
25343887,0,0,0,0,0,0,1,0,1,1.736
25343956,0,0,0,0,1,1,1,0,1,1.5419
25344025,0,0,0,0,0,0,1,0,1,1.6682
25344094,0,0,0,0,0,0,1,0,1,1.6465
25344163,0,0,0,0,0,0,1,0,1,1.7393
25344232,0,0,0,0,1,1,1,0,1,1.5486
25344301,0,0,0,0,0,0,1,0,1,1.6601
25344370,0,0,0,0,0,0,1,0,1,1.582
25344439,0,0,0,0,0,0,1,0,1,1.7576
25344508,0,0,0,0,1,1,1,0,1,1.52
25344577,0,0,0,0,0,0,1,0,1,1.6498
25344646,0,0,0,0,0,0,1,0,1,1.5729
25344715,0,0,0,0,0,0,1,0,1,1.7738
25344784,0,0,0,0,1,1,1,0,1,1.5696
25344853,0,0,0,0,0,0,1,0,1,1.6787
25344922,0,0,0,0,0,0,1,0,1,1.6159
25344991,0,0,0,0,0,0,1,1,1,1.7696
25345060,0,0,0,0,1,1,1,1,1,1.5895
25345129,0,0,0,0,0,0,1,1,1,1.7191
25345198,0,0,0,0,0,0,1,1,1,1.6953
25345267,0,0,0,0,0,1,1,1,1,1.8258
25345336,0,0,0,0,1,0,1,1,1,1.6105
25345405,0,0,0,0,0,0,1,1,1,1.6975
25345474,0,0,0,0,0,0,1,1,1,1.6373
25345543,0,0,0,0,0,1,1,1,1,1.8524
25345612,0,0,0,0,1,0,1,1,1,1.6779
25345681,0,0,0,0,0,0,1,1,1,1.8074
25345750,0,0,0,0,0,1,1,1,1,0.18825
25345819,0,0,0,0,1,0,1,1,1,1.846
25345888,0,0,0,0,0,0,1,1,1,2.0864
25345957,0,0,0,0,1,1,1,1,1,1.9365
25346026,0,0,0,0,0,0,1,1,1,2.0361
25346095,1,1,0,0,1,0,1,1,1,1.9969
25346164,1,1,0,0,0,0,1,1,1,2.1402
25346233,1,1,0,0,1,1,1,1,1,1.9003
25346302,1,1,0,0,0,0,1,1,1,1.887
25346371,1,1,0,0,0,0,1,1,1,1.7161
25346440,1,1,0,0,1,1,1,1,1,1.8631
25346509,1,1,0,0,0,0,1,1,1,1.6339
25346578,1,1,0,0,0,0,1,1,1,1.6656
25346647,0,0,0,0,0,0,1,1,1,1.6339
25346716,0,0,0,0,1,1,1,0,1,1.7782
25346785,0,0,0,0,0,0,1,1,1,1.5591
25346854,0,0,0,0,0,0,1,0,1,1.5914
25346923,0,0,0,0,0,0,1,0,1,1.5451
25346992,0,0,0,0,1,1,1,0,1,1.7114
25347061,0,0,0,0,0,0,1,0,1,1.4994
25347130,0,0,0,0,0,0,1,0,1,1.5339
25347199,0,0,0,0,0,0,1,0,1,1.5558
25347268,0,0,0,0,1,1,1,0,1,1.685
25347337,0,0,0,0,0,0,1,0,1,1.5151
25347406,0,0,0,0,0,0,1,0,1,1.5404
25347475,0,0,0,0,0,0,1,0,1,1.5777
25347544,0,0,0,0,1,1,1,0,1,1.7321
25347613,0,0,0,0,0,0,1,0,1,1.5441
25347682,0,0,0,0,0,0,1,0,1,1.5628
25347751,0,0,0,0,0,0,1,0,1,1.558
25347820,0,0,0,0,1,1,1,0,1,1.7434
25347889,0,0,0,0,0,0,1,0,1,1.5176
25347958,0,0,0,0,0,0,1,0,1,1.5649
25348027,0,0,0,0,0,0,1,0,1,1.5642
25348096,0,0,0,0,1,1,1,0,1,1.7344
25348165,0,0,0,0,0,0,1,0,1,1.5311
25348234,0,0,0,0,0,0,1,0,1,1.552
25348303,0,0,0,0,0,0,1,0,1,1.5554
25348372,0,0,0,0,1,1,1,0,1,1.7362
25348441,0,0,0,0,0,0,1,0,1,1.3255
25348510,0,0,0,0,0,0,1,0,1,1.5514
25348579,0,0,0,0,0,0,1,0,1,1.5361
25348648,0,0,0,0,1,1,1,0,1,1.7427
25348717,0,0,0,0,0,0,1,0,1,1.5191
25348786,0,0,0,0,0,0,1,0,1,1.5427
25348855,0,0,0,0,0,0,1,0,1,1.5428
25348924,0,0,0,0,1,1,1,0,1,1.7625
25348993,0,0,0,0,0,0,1,0,1,1.553
25349062,0,0,0,0,0,0,1,0,1,1.5924
25349131,0,0,0,0,0,0,1,0,1,1.5415
25349200,0,0,0,0,1,1,1,0,1,1.7854
25349269,0,0,0,0,0,0,1,0,1,1.5413
25349338,0,0,0,0,0,0,1,0,1,1.5774
25349407,0,0,0,0,0,0,1,1,1,1.554
25349476,0,0,0,0,1,1,1,1,1,1.7523
25349545,0,0,0,0,0,0,1,1,1,1.5446
25349614,0,0,0,0,0,0,1,1,1,1.5669
25349683,0,0,0,0,0,0,1,1,1,1.617
25349752,0,0,0,0,1,1,1,1,1,1.7817
25349821,0,0,0,0,0,0,1,1,1,1.5803
25349890,0,0,0,0,0,0,1,1,1,1.5618
25349959,0,0,0,0,0,0,1,1,1,1.5665
25350028,0,0,0,0,1,1,1,1,1,1.7763
25350097,0,0,0,0,0,0,1,1,1,1.611
25350166,0,0,0,0,0,0,1,1,1,1.6916
25350235,0,0,0,0,1,0,1,1,1,1.7782
25350304,0,0,0,0,0,1,1,1,1,2.016
25350373,0,0,0,0,1,0,1,1,1,1.8355
25350442,0,0,0,0,0,0,1,1,1,1.8679
25350511,1,1,0,0,1,0,1,1,1,1.9154
25350580,1,1,0,0,0,1,1,1,1,2.0817
25350649,1,1,0,0,1,0,1,1,1,1.8452
25350718,1,1,0,0,0,0,1,1,1,1.847
25350787,1,1,0,0,0,0,1,1,1,1.7278
25350856,1,1,0,0,1,1,1,1,1,1.8749
25350925,1,1,0,0,0,0,1,1,1,1.6809
25350994,1,1,0,0,0,0,1,1,1,1.6915
25351063,0,0,0,0,1,0,1,1,1,1.6683
25351132,0,0,0,0,0,1,1,0,1,1.7502
25351201,0,0,0,0,0,0,1,1,1,1.6651
25351270,0,0,0,0,0,0,1,0,1,1.6968
25351339,0,0,0,0,1,0,1,0,1,1.6153
25351408,0,0,0,0,0,1,1,0,1,1.7664
25351477,0,0,0,0,0,0,1,0,1,1.6573
25351546,0,0,0,0,1,0,1,0,1,1.6962
25351615,0,0,0,0,0,0,1,0,1,0.19407
25351684,0,0,0,0,0,1,1,0,1,1.6181
25351753,0,0,0,0,1,0,1,0,1,1.773
25351822,0,0,0,0,0,0,1,0,1,1.6847
25351891,0,0,0,0,0,0,1,0,1,1.6589
25351960,0,0,0,0,1,1,1,0,1,1.627
25352029,0,0,0,0,0,0,1,0,1,1.7488
25352098,0,0,0,0,0,0,1,0,1,1.6534
25352167,0,0,0,0,0,0,1,0,1,1.577
25352236,0,0,0,0,1,1,1,0,1,1.5302
25352305,0,0,0,0,0,0,1,0,1,1.6859
25352374,0,0,0,0,0,0,1,0,1,1.5731
25352443,0,0,0,0,0,0,1,0,1,1.5374
25352512,0,0,0,0,1,1,1,0,1,1.4969
25352581,0,0,0,0,0,0,1,0,1,1.6573
25352650,0,0,0,0,0,0,1,0,1,1.5726
25352719,0,0,0,0,0,0,1,0,1,1.5279
25352788,0,0,0,0,1,1,1,0,1,1.5142
25352857,0,0,0,0,0,0,1,0,1,1.6565
25352926,0,0,0,0,0,0,1,0,1,1.5802
25352995,0,0,0,0,0,0,1,0,1,1.5581
25353064,0,0,0,0,1,1,1,0,1,1.524
25353133,0,0,0,0,0,0,1,0,1,1.7211
25353202,0,0,0,0,0,0,1,0,1,1.6418
25353271,0,0,0,0,0,0,1,0,1,1.6209
25353340,0,0,0,0,1,1,1,0,1,1.5985
25353409,0,0,0,0,0,0,1,0,1,1.7809
25353478,0,0,0,0,0,0,1,0,1,1.6633
25353547,0,0,0,0,0,1,1,0,1,1.6675
25353616,0,0,0,0,1,0,1,0,1,1.6774
25353685,0,0,0,0,0,0,1,0,1,1.7523
25353754,0,0,0,0,0,0,1,0,1,1.6299
25353823,0,0,0,0,0,1,1,1,1,1.5624
25353892,0,0,0,0,1,0,1,1,1,1.5788
25353961,0,0,0,0,0,0,1,1,1,1.8152
25354030,0,0,0,0,0,1,1,1,1,1.6816
25354099,0,0,0,0,0,0,1,1,1,1.7175
25354168,0,0,0,0,1,0,1,1,1,1.6651
25354237,0,0,0,0,0,1,1,1,1,1.8508
25354306,0,0,0,0,0,0,1,1,1,1.4986
25354375,0,0,0,0,0,0,1,1,1,1.6407
25354444,0,0,0,0,1,0,1,1,1,1.6081
25354513,0,0,0,0,0,1,1,1,1,1.7837
25354582,0,0,0,0,0,0,1,1,1,1.6656
25354651,0,0,0,0,1,0,1,1,1,1.6768
25354720,0,0,0,0,0,1,1,1,1,1.736
25354789,0,0,0,0,1,0,1,1,1,1.9577
25354858,0,0,0,0,0,0,1,1,1,1.8648
25354927,1,1,0,0,1,0,1,1,1,1.8087
25354996,1,1,0,0,0,1,1,1,1,1.848
25355065,1,1,0,0,1,0,1,1,1,2.0121
25355134,1,1,0,0,0,0,1,1,1,1.8789
25355203,1,1,0,0,0,0,1,1,1,1.8166
25355272,1,1,0,0,1,1,1,1,1,1.7295
25355341,1,1,0,0,0,0,1,1,1,1.8553
25355410,1,1,0,0,0,0,1,1,1,1.6569
25355479,0,0,0,0,0,0,1,1,1,1.5613
25355548,0,0,0,0,1,1,1,0,1,1.5228
25355617,0,0,0,0,0,0,1,1,1,1.6879
25355686,0,0,0,0,0,0,1,0,1,1.5503
25355755,0,0,0,0,0,0,1,0,1,1.5252
25355824,0,0,0,0,1,1,1,0,1,1.5293
25355893,0,0,0,0,0,0,1,0,1,1.6865
25355962,0,0,0,0,0,0,1,0,1,1.5667
25356031,0,0,0,0,0,0,1,0,1,1.5408
25356100,0,0,0,0,1,1,1,0,1,1.5297
25356169,0,0,0,0,0,0,1,0,1,1.7645
25356238,0,0,0,0,0,0,1,0,1,1.5901
25356307,0,0,0,0,0,0,1,0,1,1.6003
25356376,0,0,0,0,1,1,1,0,1,1.5451
25356445,0,0,0,0,0,0,1,0,1,1.7701
25356514,0,0,0,0,0,0,1,0,1,1.5931
25356583,0,0,0,0,0,0,1,0,1,1.5906
25356652,0,0,0,0,1,1,1,0,1,1.544
25356721,0,0,0,0,0,0,1,0,1,1.7275
25356790,0,0,0,0,0,0,1,0,1,1.575
25356859,0,0,0,0,0,0,1,0,1,1.5551
25356928,0,0,0,0,1,1,1,0,1,1.531
25356997,0,0,0,0,0,0,1,0,1,1.7287
25357066,0,0,0,0,0,0,1,0,1,1.5801
25357135,0,0,0,0,0,0,1,0,1,1.5309
25357204,0,0,0,0,1,1,1,0,1,1.5244
25357273,0,0,0,0,0,0,1,0,1,1.6976
25357342,0,0,0,0,0,0,1,0,1,1.5724
25357411,0,0,0,0,0,0,1,0,1,1.568
25357480,0,0,0,0,1,1,1,0,1,1.5523
25357549,0,0,0,0,0,0,1,0,1,1.7645
25357618,0,0,0,0,0,0,1,0,1,0.18584
25357687,0,0,0,0,0,0,1,0,1,1.5872
25357756,0,0,0,0,1,1,1,0,1,1.5521
25357825,0,0,0,0,0,0,1,0,1,1.4982
25357894,0,0,0,0,0,0,1,0,1,1.704
25357963,0,0,0,0,0,0,1,0,1,1.5566
25358032,0,0,0,0,1,1,1,0,1,1.5416
25358101,0,0,0,0,0,0,1,0,1,1.5577
25358170,0,0,0,0,0,0,1,0,1,1.6926
25358239,0,0,0,0,0,0,1,1,1,1.5787
25358308,0,0,0,0,1,1,1,1,1,1.4643
25358377,0,0,0,0,0,0,1,1,1,1.5278
25358446,0,0,0,0,0,0,1,1,1,1.663
25358515,0,0,0,0,0,0,1,1,1,1.6213
25358584,0,0,0,0,1,1,1,1,1,1.5703
25358653,0,0,0,0,0,0,1,1,1,1.5838
25358722,0,0,0,0,0,0,1,1,1,1.727
25358791,0,0,0,0,0,0,1,1,1,1.5798
25358860,0,0,0,0,1,1,1,1,1,1.4975
25358929,0,0,0,0,0,0,1,1,1,1.5201
25358998,0,0,0,0,0,0,1,1,1,1.6818
25359067,0,0,0,0,1,0,1,1,1,1.6399
25359136,0,0,0,0,0,1,1,1,1,1.6502
25359205,0,0,0,0,1,0,1,1,1,1.7524
25359274,0,0,0,0,0,0,1,1,1,1.9253
25359343,1,1,0,0,1,0,0,1,0,1.8575
25359412,1,1,0,0,0,1,0,1,0,1.7906
25359481,1,1,0,0,1,0,0,1,0,1.8385
25359550,1,1,0,0,0,0,0,1,0,1.9738
25359619,1,1,0,0,0,0,0,1,0,1.8773
25359688,1,1,0,0,1,1,0,1,0,1.7872
25359757,1,1,0,0,0,0,0,1,0,1.7099
25359826,1,1,0,0,0,0,0,1,0,1.7865
25359895,0,0,0,0,0,0,0,1,0,1.6488
25359964,0,0,0,0,1,1,0,0,0,1.6127
25360033,0,0,0,0,0,0,0,1,0,1.5947
25360102,0,0,0,0,0,0,0,0,0,1.7251
25360171,0,0,0,0,0,0,0,0,0,1.5699
25360240,0,0,0,0,1,1,0,0,0,1.5514
25360309,0,0,0,0,0,0,0,0,0,1.3903
25360378,0,0,0,0,0,0,0,0,0,1.7146
25360447,0,0,0,0,0,0,0,0,0,1.5512
25360516,0,0,0,0,1,1,0,0,0,1.5976
25360585,0,0,0,0,0,0,0,0,0,1.575
25360654,0,0,0,0,0,0,0,0,0,1.7554
25360723,0,0,0,0,0,0,0,0,0,1.5617
25360792,0,0,0,0,1,1,0,0,0,1.6087
25360861,0,0,0,0,0,0,0,0,0,1.5771
25360930,0,0,0,0,0,0,0,0,0,1.7503
25360999,0,0,0,0,0,0,0,0,0,1.5836
25361068,0,0,0,0,1,1,0,0,0,1.6163
25361137,0,0,0,0,0,0,0,0,0,1.6066
25361206,0,0,0,0,0,0,0,0,0,1.7673
25361275,0,0,0,0,0,0,0,0,0,1.5635
25361344,0,0,0,0,1,1,0,0,0,1.6093
25361413,0,0,0,0,0,0,0,0,0,1.5571
25361482,0,0,0,0,0,0,0,0,0,1.7211
25361551,0,0,0,0,0,0,0,0,0,1.5332
25361620,0,0,0,0,1,1,0,0,0,1.5688
25361689,0,0,0,0,0,0,0,0,0,1.5457
25361758,0,0,0,0,0,0,0,0,0,1.7284
25361827,0,0,0,0,0,0,0,0,0,1.5763
25361896,0,0,0,0,1,1,0,0,0,1.6097
25361965,0,0,0,0,0,0,0,0,0,1.6324
25362034,0,0,0,0,0,0,0,0,0,1.7555
25362103,0,0,0,0,0,0,0,0,0,1.5875
25362172,0,0,0,0,1,1,0,0,0,1.6148
25362241,0,0,0,0,0,0,0,0,0,1.5648
25362310,0,0,0,0,0,0,0,0,0,1.7507
25362379,0,0,0,0,0,0,0,0,0,1.5472
25362448,0,0,0,0,1,1,0,0,0,1.5756
25362517,0,0,0,0,0,0,0,0,0,1.5456
25362586,0,0,0,0,0,0,0,0,0,1.7095
25362655,0,0,0,0,0,0,0,0,0,1.5276
25362724,0,0,0,0,1,1,0,0,0,1.5527
25362793,0,0,0,0,0,0,0,0,0,1.5536
25362862,0,0,0,0,0,0,0,0,0,1.6886
25362931,0,0,0,0,0,0,0,0,0,1.5388
25363000,0,0,0,0,1,1,0,0,0,1.5587
25363069,0,0,0,0,0,0,0,0,0,1.5692
25363138,0,0,0,0,0,0,0,0,0,1.7121
25363207,0,0,0,0,0,0,0,0,0,1.5486
25363276,0,0,0,0,1,1,0,0,0,1.5872
25363345,0,0,0,0,0,0,0,0,0,1.5694
25363414,0,0,0,0,0,0,0,0,0,1.7394
25363483,0,0,0,0,0,0,0,0,0,1.5323
25363552,0,0,0,0,1,1,0,0,0,1.5829
25363621,0,0,0,0,0,0,0,0,0,0.18101
25363690,0,0,0,0,0,0,0,0,0,1.5623
25363759,0,0,0,0,0,0,0,0,0,1.7119
25363828,0,0,0,0,1,1,0,0,0,1.5592
25363897,0,0,0,0,0,0,0,0,0,1.5742
25363966,0,0,0,0,0,0,0,0,0,1.5678
25364035,0,0,0,0,0,0,0,0,0,1.7163
25364104,0,0,0,0,0,1,0,0,0,1.542
25364173,0,0,0,0,1,0,0,0,0,1.5672
25364242,0,0,0,0,0,0,0,0,0,1.5505
25364311,0,0,0,0,0,0,0,0,0,1.6523
25364380,0,0,0,0,0,1,0,0,0,1.4592
25364449,0,0,0,0,0,0,0,0,0,1.3266
25364518,0,0,0,0,0,0,0,0,0,1.1831
25364587,0,0,0,0,0,0,0,0,0,1.1098
25364656,0,0,0,0,0,0,0,0,0,0.7366
25364725,0,0,0,0,0,0,0,0,0,0.5562
25364794,0,0,0,0,0,0,0,0,0,0.3905
25364863,0,0,0,0,0,0,0,0,0,0.4258
25364932,0,0,0,0,0,0,0,0,0,0.17835
25365001,0,0,0,0,0,0,0,0,0,0.16627
25365070,0,0,0,0,0,0,0,0,0,0.11694
25365139,0,0,0,0,0,0,0,0,0,0.11674
25365208,0,0,0,0,0,0,0,0,0,0.11692
25365277,0,0,0,0,0,0,0,0,0,0.11681
25365346,0,0,0,0,0,0,0,0,0,0.1035
25365415,0,0,0,0,0,0,0,0,0,0.08921
25365484,0,0,0,0,0,0,0,0,0,0.06988
25365553,0,0,0,0,0,0,0,0,0,0.0597
25365622,0,0,0,0,0,0,0,0,0,0.06019
25365691,0,0,0,0,0,0,0,0,0,0.0603
25365760,0,0,0,0,0,0,0,0,0,0.05987
25365829,0,0,0,0,0,0,0,0,0,0.05971
25365898,0,0,0,0,0,0,0,0,0,0.06018
25365967,0,0,0,0,0,0,0,0,0,0.0603
25366036,0,0,0,0,0,0,0,0,0,0.05986
25366105,0,0,0,0,0,0,0,0,0,0.05969
25366174,0,0,0,0,0,0,0,0,0,0.06018
25366243,0,0,0,0,0,0,0,0,0,0.06029
25366312,0,0,0,0,0,0,0,0,0,0.05985
25366381,0,0,0,0,0,0,0,0,0,0.03897
25366450,0,0,0,0,0,0,0,0,0,0.06003
25366519,0,0,0,0,0,0,0,0,0,0.06036
25366588,0,0,0,0,0,0,0,0,0,0.05976
25366657,0,0,0,0,0,0,0,0,0,0.05982
25366726,0,0,0,0,0,0,0,0,0,0.06002
25366795,0,0,0,0,0,0,0,0,0,0.06037
25366864,0,0,0,0,0,0,0,0,0,0.05976
25366933,0,0,0,0,0,0,0,0,0,0.05982
25367002,0,0,0,0,0,0,0,0,0,0.06002
25367071,0,0,0,0,0,0,0,0,0,0.06036
25367140,0,0,0,0,0,0,0,0,0,0.05977
25367209,0,0,0,0,0,0,0,0,0,0.05983
25367278,0,0,0,0,0,0,0,0,0,0.06004
25367347,0,0,0,0,0,0,0,0,0,0.06036
25367416,0,0,0,0,0,0,0,0,0,0.05978
25367485,0,0,0,0,0,0,0,0,0,0.05983
25367554,0,0,0,0,0,0,0,0,0,0.06002
25367623,0,0,0,0,0,0,0,0,0,0.06036
25367692,0,0,0,0,0,0,0,0,0,0.05977
25367761,0,0,0,0,0,0,0,0,0,0.05983
